"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q3","2020Q3","01","Domestic","08","Other reasons","Nights per Trip","2.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q3","2020Q3","02","Outbound","-","All reasons for journey","Nights per Trip","7.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q3","2020Q3","02","Outbound","01","Holiday","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q3","2020Q3","02","Outbound","02","Business","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q3","2020Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q3","2020Q3","02","Outbound","08","Other reasons","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","01","Domestic","-","All reasons for journey","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","01","Domestic","01","Holiday","Nights per Trip","2.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","01","Domestic","02","Business","Nights per Trip","4.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","01","Domestic","08","Other reasons","Nights per Trip","3.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","02","Outbound","-","All reasons for journey","Nights per Trip","6.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","02","Outbound","01","Holiday","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","02","Outbound","02","Business","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","02","Outbound","03","Visiting friends/relatives","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2020Q4","2020Q4","02","Outbound","08","Other reasons","Nights per Trip",""
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","01","Domestic","-","All reasons for journey","Nights per Trip","4"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","01","Domestic","01","Holiday","Nights per Trip","5.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","01","Domestic","02","Business","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","4.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","01","Domestic","08","Other reasons","Nights per Trip","3.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","02","Outbound","-","All reasons for journey","Nights per Trip","12.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","02","Outbound","01","Holiday","Nights per Trip","25"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","02","Outbound","02","Business","Nights per Trip","10.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q1","2021Q1","02","Outbound","08","Other reasons","Nights per Trip","15"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","01","Domestic","-","All reasons for journey","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","01","Domestic","01","Holiday","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","01","Domestic","02","Business","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","01","Domestic","08","Other reasons","Nights per Trip","4.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","02","Outbound","-","All reasons for journey","Nights per Trip","10.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","02","Outbound","01","Holiday","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","02","Outbound","02","Business","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","5"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q2","2021Q2","02","Outbound","08","Other reasons","Nights per Trip","20"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","01","Domestic","-","All reasons for journey","Nights per Trip","3.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","01","Domestic","01","Holiday","Nights per Trip","4"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","01","Domestic","02","Business","Nights per Trip","1.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","01","Domestic","08","Other reasons","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","02","Outbound","-","All reasons for journey","Nights per Trip","7.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","02","Outbound","01","Holiday","Nights per Trip","7.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","02","Outbound","02","Business","Nights per Trip","5.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q3","2021Q3","02","Outbound","08","Other reasons","Nights per Trip","13.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","01","Domestic","-","All reasons for journey","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","01","Domestic","01","Holiday","Nights per Trip","2.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","01","Domestic","02","Business","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","01","Domestic","08","Other reasons","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","02","Outbound","-","All reasons for journey","Nights per Trip","6.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","02","Outbound","01","Holiday","Nights per Trip","6"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","02","Outbound","02","Business","Nights per Trip","7.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2021Q4","2021Q4","02","Outbound","08","Other reasons","Nights per Trip","8.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","01","Domestic","-","All reasons for journey","Nights per Trip","2.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","01","Domestic","01","Holiday","Nights per Trip","2.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","01","Domestic","02","Business","Nights per Trip","1.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","01","Domestic","08","Other reasons","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","02","Outbound","-","All reasons for journey","Nights per Trip","5.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","02","Outbound","01","Holiday","Nights per Trip","5.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","02","Outbound","02","Business","Nights per Trip","3.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q1","2022Q1","02","Outbound","08","Other reasons","Nights per Trip","3.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","01","Domestic","-","All reasons for journey","Nights per Trip","2.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","01","Domestic","01","Holiday","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","01","Domestic","02","Business","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","01","Domestic","08","Other reasons","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","02","Outbound","-","All reasons for journey","Nights per Trip","7.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","02","Outbound","01","Holiday","Nights per Trip","7.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","02","Outbound","02","Business","Nights per Trip","4.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q2","2022Q2","02","Outbound","08","Other reasons","Nights per Trip","13.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","01","Domestic","-","All reasons for journey","Nights per Trip","3.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","01","Domestic","01","Holiday","Nights per Trip","3.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","01","Domestic","02","Business","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","01","Domestic","08","Other reasons","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","02","Outbound","-","All reasons for journey","Nights per Trip","8.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","02","Outbound","01","Holiday","Nights per Trip","9"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","02","Outbound","02","Business","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q3","2022Q3","02","Outbound","08","Other reasons","Nights per Trip","6.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","01","Domestic","-","All reasons for journey","Nights per Trip","2.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","01","Domestic","01","Holiday","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","01","Domestic","02","Business","Nights per Trip","1.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","01","Domestic","08","Other reasons","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","02","Outbound","-","All reasons for journey","Nights per Trip","5.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","02","Outbound","01","Holiday","Nights per Trip","5.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","02","Outbound","02","Business","Nights per Trip","5"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","02","Outbound","03","Visiting friends/relatives","Nights per Trip","5.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2022Q4","2022Q4","02","Outbound","08","Other reasons","Nights per Trip","7"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","01","Domestic","-","All reasons for journey","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","01","Domestic","01","Holiday","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","01","Domestic","02","Business","Nights per Trip","1.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","01","Domestic","08","Other reasons","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","02","Outbound","-","All reasons for journey","Nights per Trip","7.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","02","Outbound","01","Holiday","Nights per Trip","6.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","02","Outbound","02","Business","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","10.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q1","2023Q1","02","Outbound","08","Other reasons","Nights per Trip","5.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","01","Domestic","-","All reasons for journey","Nights per Trip","2.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","01","Domestic","01","Holiday","Nights per Trip","2.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","01","Domestic","02","Business","Nights per Trip","1.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","01","Domestic","08","Other reasons","Nights per Trip","2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","02","Outbound","-","All reasons for journey","Nights per Trip","5.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","02","Outbound","01","Holiday","Nights per Trip","6.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","02","Outbound","02","Business","Nights per Trip","3.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","5.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q2","2023Q2","02","Outbound","08","Other reasons","Nights per Trip","3.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","01","Domestic","-","All reasons for journey","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","01","Domestic","01","Holiday","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","01","Domestic","02","Business","Nights per Trip","1.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","01","Domestic","08","Other reasons","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","02","Outbound","-","All reasons for journey","Nights per Trip","6.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","02","Outbound","01","Holiday","Nights per Trip","7.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","02","Outbound","02","Business","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2023Q3","2023Q3","02","Outbound","08","Other reasons","Nights per Trip","4.4"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","01","Domestic","-","All reasons for journey","Euro Million","114"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","01","Domestic","01","Holiday","Euro Million","59"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","01","Domestic","02","Business","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","01","Domestic","03","Visiting friends/relatives","Euro Million","17"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","01","Domestic","08","Other reasons","Euro Million","11"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","02","Outbound","-","All reasons for journey","Euro Million","560"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","02","Outbound","01","Holiday","Euro Million","268"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","02","Outbound","02","Business","Euro Million","196"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","02","Outbound","03","Visiting friends/relatives","Euro Million","65"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q1","2000Q1","02","Outbound","08","Other reasons","Euro Million","31"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","01","Domestic","-","All reasons for journey","Euro Million","156"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","01","Domestic","01","Holiday","Euro Million","97"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","01","Domestic","02","Business","Euro Million","25"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","01","Domestic","03","Visiting friends/relatives","Euro Million","14"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","01","Domestic","08","Other reasons","Euro Million","20"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","02","Outbound","-","All reasons for journey","Euro Million","876"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","02","Outbound","01","Holiday","Euro Million","578"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","02","Outbound","02","Business","Euro Million","180"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","02","Outbound","03","Visiting friends/relatives","Euro Million","68"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q2","2000Q2","02","Outbound","08","Other reasons","Euro Million","50"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","01","Domestic","-","All reasons for journey","Euro Million","286"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","01","Domestic","01","Holiday","Euro Million","217"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","01","Domestic","02","Business","Euro Million","23"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","01","Domestic","03","Visiting friends/relatives","Euro Million","28"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","01","Domestic","08","Other reasons","Euro Million","18"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","02","Outbound","-","All reasons for journey","Euro Million","1048"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","02","Outbound","01","Holiday","Euro Million","780"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","02","Outbound","02","Business","Euro Million","143"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","02","Outbound","03","Visiting friends/relatives","Euro Million","77"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q3","2000Q3","02","Outbound","08","Other reasons","Euro Million","48"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","01","Domestic","-","All reasons for journey","Euro Million","151"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","01","Domestic","01","Holiday","Euro Million","74"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","01","Domestic","02","Business","Euro Million","35"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","01","Domestic","03","Visiting friends/relatives","Euro Million","23"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","01","Domestic","08","Other reasons","Euro Million","20"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","02","Outbound","-","All reasons for journey","Euro Million","704"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","02","Outbound","01","Holiday","Euro Million","358"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","02","Outbound","02","Business","Euro Million","221"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","02","Outbound","03","Visiting friends/relatives","Euro Million","88"
"HTQ01C4","Estimated Expenditure by Irish Residents","2000Q4","2000Q4","02","Outbound","08","Other reasons","Euro Million","37"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","01","Domestic","-","All reasons for journey","Euro Million","148"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","01","Domestic","01","Holiday","Euro Million","73"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","01","Domestic","02","Business","Euro Million","42"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","01","Domestic","03","Visiting friends/relatives","Euro Million","15"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","01","Domestic","08","Other reasons","Euro Million","18"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","02","Outbound","-","All reasons for journey","Euro Million","705"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","02","Outbound","01","Holiday","Euro Million","342"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","02","Outbound","02","Business","Euro Million","252"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","02","Outbound","03","Visiting friends/relatives","Euro Million","67"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q1","2001Q1","02","Outbound","08","Other reasons","Euro Million","44"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","01","Domestic","-","All reasons for journey","Euro Million","159"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","01","Domestic","01","Holiday","Euro Million","91"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","01","Domestic","02","Business","Euro Million","29"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","01","Domestic","03","Visiting friends/relatives","Euro Million","18"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","01","Domestic","08","Other reasons","Euro Million","21"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","02","Outbound","-","All reasons for journey","Euro Million","949"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","02","Outbound","01","Holiday","Euro Million","637"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","02","Outbound","02","Business","Euro Million","205"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","02","Outbound","03","Visiting friends/relatives","Euro Million","51"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q2","2001Q2","02","Outbound","08","Other reasons","Euro Million","56"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","01","Domestic","-","All reasons for journey","Euro Million","374"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","01","Domestic","01","Holiday","Euro Million","280"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","01","Domestic","02","Business","Euro Million","36"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","01","Domestic","03","Visiting friends/relatives","Euro Million","26"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","01","Domestic","08","Other reasons","Euro Million","32"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","02","Outbound","-","All reasons for journey","Euro Million","1181"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","02","Outbound","01","Holiday","Euro Million","883"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","02","Outbound","02","Business","Euro Million","163"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","02","Outbound","03","Visiting friends/relatives","Euro Million","82"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q3","2001Q3","02","Outbound","08","Other reasons","Euro Million","53"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","01","Domestic","-","All reasons for journey","Euro Million","200"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","01","Domestic","01","Holiday","Euro Million","105"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","01","Domestic","02","Business","Euro Million","43"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","01","Domestic","03","Visiting friends/relatives","Euro Million","28"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","01","Domestic","08","Other reasons","Euro Million","23"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","02","Outbound","-","All reasons for journey","Euro Million","715"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","02","Outbound","01","Holiday","Euro Million","390"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","02","Outbound","02","Business","Euro Million","191"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","02","Outbound","03","Visiting friends/relatives","Euro Million","92"
"HTQ01C4","Estimated Expenditure by Irish Residents","2001Q4","2001Q4","02","Outbound","08","Other reasons","Euro Million","43"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","01","Domestic","-","All reasons for journey","Euro Million","164"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","01","Domestic","01","Holiday","Euro Million","81"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","01","Domestic","02","Business","Euro Million","40"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","01","Domestic","03","Visiting friends/relatives","Euro Million","23"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","01","Domestic","08","Other reasons","Euro Million","20"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","02","Outbound","-","All reasons for journey","Euro Million","734"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","02","Outbound","01","Holiday","Euro Million","408"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","02","Outbound","02","Business","Euro Million","210"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","02","Outbound","03","Visiting friends/relatives","Euro Million","69"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q1","2002Q1","02","Outbound","08","Other reasons","Euro Million","47"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","01","Domestic","-","All reasons for journey","Euro Million","182"
