"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02599V03153","Reason for Journey","C02196V04140","Region Visited","UNIT","VALUE"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE05","Southern","Thousand","924"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE06","Eastern and Midland","Thousand","730"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","-","State","Thousand","955"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE04","Northern and Western","Thousand","230"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE05","Southern","Thousand","450"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE06","Eastern and Midland","Thousand","276"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","-","State","Thousand","121"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE04","Northern and Western","Thousand","22"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE05","Southern","Thousand","44"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE06","Eastern and Midland","Thousand","55"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","-","State","Thousand","866"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","249"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE05","Southern","Thousand","324"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","292"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","-","State","Thousand","281"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE04","Northern and Western","Thousand","68"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE05","Southern","Thousand","106"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE06","Eastern and Midland","Thousand","107"
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20191","2019Q1","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","-","State","Thousand","2858"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE04","Northern and Western","Thousand","789"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE05","Southern","Thousand","1390"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE06","Eastern and Midland","Thousand","680"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","-","State","Thousand","1463"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE04","Northern and Western","Thousand","377"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE05","Southern","Thousand","793"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE06","Eastern and Midland","Thousand","293"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","-","State","Thousand","146"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE04","Northern and Western","Thousand","52"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE05","Southern","Thousand","48"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE06","Eastern and Midland","Thousand","45"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","-","State","Thousand","881"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","269"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE05","Southern","Thousand","383"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","228"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","-","State","Thousand","369"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE04","Northern and Western","Thousand","90"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE05","Southern","Thousand","165"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE06","Eastern and Midland","Thousand","114"
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20192","2019Q2","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20193","2019Q3","-","All reasons for journey","-","State","Thousand","3898"
"HTQ17C01","Number of Trips by Irish Residents","20193","2019Q3","-","All reasons for journey","IE04","Northern and Western","Thousand","1034"
"HTQ17C01","Number of Trips by Irish Residents","20193","2019Q3","-","All reasons for journey","IE041","Border","Thousand",""
